mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.3666431427001955,0.20464196394736697,0.0099578857421875,0.0002101284316502285,0.5,50,"{'max_samples': 0.5, 'n_estimators': 50}",0.875,0.85,0.9,0.9,0.825,0.8699999999999999,0.02915475947422653,4
6.99825873374939,0.37478266675646105,0.020925092697143554,0.0042770410616434,0.5,100,"{'max_samples': 0.5, 'n_estimators': 100}",0.875,0.85,0.9,0.95,0.85,0.885,0.03741657386773941,2
13.948286724090575,0.774270685616127,0.03982219696044922,0.007019469947889235,0.5,200,"{'max_samples': 0.5, 'n_estimators': 200}",0.875,0.85,0.875,0.95,0.9,0.89,0.033911649915626334,1
5.139603137969971,0.26196456392475576,0.011252164840698242,0.0026554606204825565,0.75,50,"{'max_samples': 0.75, 'n_estimators': 50}",0.825,0.8,0.825,0.9,0.8,0.8300000000000001,0.036742346141747664,9
9.954748821258544,0.3489161815449404,0.022367525100708007,0.00445719883917338,0.75,100,"{'max_samples': 0.75, 'n_estimators': 100}",0.875,0.8,0.875,0.9,0.8,0.85,0.04183300132670376,6
19.592162466049196,0.6304429324179768,0.0354865550994873,0.010749764064127,0.75,200,"{'max_samples': 0.75, 'n_estimators': 200}",0.925,0.85,0.85,0.9,0.85,0.875,0.03162277660168382,3
6.281375312805176,0.32352974371883436,0.009942865371704102,0.0002619847061970439,1.0,50,"{'max_samples': 1.0, 'n_estimators': 50}",0.8,0.85,0.875,0.85,0.825,0.8400000000000001,0.025495097567963913,8
12.327515602111816,0.3964577701586151,0.01774110794067383,0.006031209345945485,1.0,100,"{'max_samples': 1.0, 'n_estimators': 100}",0.85,0.775,0.9,0.85,0.85,0.845,0.04,7
20.52723741531372,1.111185753170432,0.02503094673156738,0.0008003630891970956,1.0,200,"{'max_samples': 1.0, 'n_estimators': 200}",0.9,0.775,0.9,0.85,0.85,0.8550000000000001,0.045825756949558406,5
